item_id|status_id|serial_number|warehouse_location_id|exp_dt|value
23573|1|9891492|2359||18.26
23574|1|018869635|||4.22
23575|1|06934|||10.18
23576|1|07051|||20.11
23577|1||||61.80
23578|1|06013090|||81.76
23579|1||||40.66
23580|1||2316||3.20
23581|1||||31.03
23582|1|09000093|2343||62.77
23583|0||2478|2018-08-20 15:07:42|75.03
23584|1|900011|||19.35
23585|1||2478||68.40
23586|1|09032905|||41.16
23587|1||||9.80
23588|1|9541607|2301||84.74
23589|1|94137737|||80.82
23590|1|09019169|||53.37
23591|1||||63.66
23592|1||||58.57
23593|1||||87.78
23594|1||||6.38
23595|1||||33.17
23596|1||||30.70
23597|0|||2018-08-20 15:07:42|8.16
23598|1|417285|||0.13
23599|1||||62.43
23600|1||||31.96
23601|1||||92.48
23602|1||||57.00
23603|1||||45.72
23604|1||||92.44
23605|1|02605065|||32.09
23606|1|97468459|||96.51
23607|1|9768458|||7.46
23608|1||||98.14
23609|1||||2.04
23610|1||||17.83
23611|1||2288||28.41
23612|1||||21.48
23613|1||||19.24
23614|1||||78.31
23615|1||||12.40
23616|1||||25.89
23617|1||||22.55
23618|1||||80.58
23619|1||||12.70
23620|1||||70.09
23621|1||||6.40
23622|0||2332|2018-08-20 15:07:42|6.46
23623|1||||62.12
23624|1||||62.19
23625|1||||64.71
23626|1||||60.24
23627|1||||76.06
23628|1||||39.24
23629|1|43739|2365||26.57
23630|1|10845|||9.53
23631|1|13051089|||22.54
23632|1|2942020|||72.49
23633|1|06019877|2288||90.44
23634|1||||36.26
23635|1|031420539|||78.51
23636|1|9892105|||23.74
23637|1|9836288|||88.55
23638|1|904864|||36.03
23639|1|01080489|||16.38
23640|1|9590325|||3.28
23641|1|00410117|||37.95
23642|1|19703|||28.45
23643|1||||90.14
23644|1|3032720|||4.68
23645|0|||2018-08-20 15:07:42|60.09
23646|3|1587962|||66.50
23647|1|0818328|2400||14.97
23648|1|9889460|2268||16.90
23649|1|12506848|2268||75.38
23650|1|12534337|2268||57.73
23651|1|31493|2322||59.70
23652|1||2268||39.13
23653|1|114705494|2355||4.47
23654|1|9890711|2268||35.30
23655|1|9883731|2268||96.07
23656|0|9890766|2268|2018-08-20 15:07:42|48.62
23657|1|9882772|2268||32.90
23658|1|9890494|2268||41.55
23659|1|9889086|2268||74.12
23660|1||2365||97.10
23661|1|25909|2292||20.67
23662|1|28426|2365||12.24
23663|1|76817|2365||17.68
23664|1|000005390|||35.98
23665|1||||63.42
23666|1|2831296|||74.12
23667|1|1567889|||59.17
23668|1|1984642|||95.81
23669|3|2925234|||36.99
23670|1|2831348|||93.90
23671|1|3042831|||57.92
23672|1|2259078|||70.43
23673|0|3072883||2018-08-20 15:07:42|81.69
23674|0|2962184||2018-08-20 15:07:42|41.41
23675|1|2871535|||71.00
23676|1|2871572|||81.12
23677|1|3093186|||8.27
23678|1|2962186|||54.82
23679|0|2065405||2018-08-20 15:07:42|70.86
23680|0|2962165||2018-08-20 15:07:42|21.19
23681|1|2740640|||31.99
23682|3|1587953|||20.93
23683|1|85004250011|2268||28.80
23684|1|9886370|2268||6.36
23685|1|9883207|2268||66.54
23686|1|9889640|2268||8.31
23687|1|22801786301379|2268||8.44
23688|1|06398672|2292||81.39
23689|1|666562|||34.37
23690|1|649067|2268||16.22
23691|1|664322|2268||38.41
23692|1|649076|2268||58.30
23693|1|649072|2268||75.22
23694|1|03521335|||27.18
23695|1|02443670|||58.29
23696|1|72808|||86.52
23697|1||2298||59.29
23698|0|||2018-08-20 15:07:42|76.15
23699|1||||57.00
23700|1|7585|||80.50
23701|1|2089703|||36.87
23702|1|02204114|||74.12
23703|1|02544523|||47.74
23704|1|9417559|||55.04
23705|1|03540425|||80.91
23706|1|9697657|||49.01
23707|1|9731190|||48.71
23708|1|09490356|2272||43.82
23709|1|2831354|||4.39
23710|1|1934326|||91.90
23711|1|3036062|||63.64
23712|3|3143516|||1.40
23713|1|3046101|||58.80
23714|1|3032736|||21.27
23715|1|2055393|||81.35
23716|0|2871499||2018-08-20 15:07:42|14.28
23717|1|3143575|||45.79
23718|1|3032740|||3.33
23719|1|2915195|||38.40
23720|1|3143528|||71.18
23721|1|2962204|||98.19
23722|1|3184097|||91.22
23723|1|3143540|||14.09
23724|1|2962198|||68.13
23725|1|2962193|||12.44
23726|1|3184064|||70.98
23727|1|3143576|||51.85
23728|1|1577932|||48.60
23729|1|2962140|||38.76
23730|1|3184070|||27.29
23731|0|3072970||2018-08-20 15:07:42|26.18
23732|1|2831360|||4.22
23733|1|3072966|||60.87
23734|1|3153734|||66.65
23735|1|3042777|||99.30
23736|1|3022660|||86.27
23737|3|2279157|||21.91
23738|1||||61.18
23739|1|57851|||36.68
23740|1|04058773|||3.62
23741|1|2065532|||78.05
23742|1|661913|2268||0.64
23743|1|649113|2268||75.47
23744|1|649065|2268||7.16
23745|0|666559|2268|2018-08-20 15:07:42|86.61
23746|1|666558|2268||65.78
23747|1|666561|2268||65.18
23748|1|649081|2268||86.49
23749|1|649079|2268||60.21
23750|1|6643423|2268||60.76
23751|1||2365||24.50
23752|1||2365||28.89
23753|1||2365||43.64
23754|1|0818312|||67.72
23755|1|85004250008|2268||83.61
23756|1||2280||16.27
23757|1|3184066|||95.13
23758|1|2055390|||11.11
23759|1|9272677|||5.99
23760|1|2871512|||60.27
23761|1||||78.51
23762|1|3153649|||44.91
23763|1|1984640|||8.97
23764|0|2942033||2018-08-20 15:07:42|1.06
23765|1|3143584|||98.07
23766|3|3002437|||0.61
23767|1|3083081|||27.03
23768|1|2925248|||20.09
23769|1|2962159|||32.73
23770|3|3103285|||58.63
23771|1|3143527|||87.15
23772|1|2942013|||42.32
23773|1|2931884|||51.04
23774|0|2075629||2018-08-20 15:07:42|31.36
23775|1|3026035|||90.22
23776|1|2730565|||28.20
23777|1|2901817|||13.76
23778|1|3083076|||70.51
23779|1|3072990|||17.73
23780|1|2730569|||80.85
23781|1||||95.71
23782|3|301891|||36.69
23783|0|||2018-08-20 15:07:42|7.79
23784|0|||2018-08-20 15:07:42|18.83
23785|1||||83.32
23786|1|00397|2304||94.23
23787|1|00395|2304||69.79
23788|1|00386|2304||89.93
23789|0||2332|2018-08-20 15:07:42|29.81
23790|0|3022561||2018-08-20 15:07:42|18.98
23791|1|86324130|2268||31.62
23792|1|1070420|2326||26.21
23793|1|07823175|||74.33
23794|3|3143516|||32.03
23795|1|036|2272||38.77
23796|1|09021166|||65.90
23797|1||||57.01
23798|1|1567902|||97.33
23799|1|2065446|||49.37
23800|1|1999342|||92.39
23801|1||||86.30
23802|1|3143524|||45.92
23803|3|272223|||94.32
23804|1||||65.82
23805|1||||40.37
23806|1|1964478|||14.88
23807|1|2065457|||96.62
23808|1|3002406|||47.45
23809|1||||9.27
23810|1||||13.68
23811|3|280141|||69.16
23812|1|3032741|||42.53
23813|1||2365||9.26
23814|1|3546023|||55.98
23815|1||||34.93
23816|1|2962180|||11.79
23817|1||||26.26
23818|3|2525597|||19.68
23819|0|||2018-08-20 15:07:42|38.96
23820|1||||26.94
23821|3|2435198|||69.80
23822|1|3072966|||23.11
23823|1||||46.03
23824|1|3083037|||70.88
23825|1|3022564|||44.23
23826|1|1587980|||30.37
23827|0|1587967||2018-08-20 15:07:42|43.29
23828|1|3022586|||7.53
23829|1|3143567|||68.85
23830|1|3083010|||23.52
23831|1||||91.99
23832|1|01051|||72.15
23833|0||2273|2018-08-20 15:07:42|3.53
23834|1||2322||4.64
23835|1|09032906|||97.45
23836|1|06419303|2365||57.17
23837|1|309035548|2306||61.49
23838|1|12742347|2268||15.67
23839|1|2289174|||91.34
23840|0|0152569||2018-08-20 15:07:42|94.18
23841|1|73455697|||15.92
23842|1|0917519|||88.81
23843|1|0182592|2649||45.49
23844|1|1999352|||57.24
23845|1|1847910|2649||32.00
23846|1|2089706|||65.47
23847|1|0417150|||61.33
23848|0|2871755||2018-08-20 15:07:42|38.17
23849|1|0142532|2649||81.06
23850|1|0212678|||46.58
23851|1|0212671|2649||4.11
23852|1|0142533|2649||68.92
23853|1|3195053|||18.41
23854|1|0777158|||62.23
23855|1|1999342|||76.08
23856|1|1999342|||91.66
23857|1|85004250003|2268||31.56
23858|1||2268||73.51
23859|1|1132060|2326||47.64
23860|1|08800544|2325||1.81
23861|1|649099|2268||90.49
23862|1|649106|2268||44.38
23863|1|649087|2268||90.82
23864|1|649109|2268||14.50
23865|1|649086|2268||56.48
23866|1||||46.50
23867|1||||84.00
23868|1||||29.81
23869|1||||31.33
23870|1||||84.98
23871|0|||2018-08-20 15:07:42|82.16
23872|1||||97.15
23873|1||||53.41
23874|1||||57.83
23875|1|09038384|||71.73
23876|1|010000682|2478||4.27
23877|0|||2018-08-20 15:07:42|72.37
23878|1||||87.02
23879|1||||54.27
23880|1||||41.16
23881|1|1968106|||59.02
23882|1|09370172|2312||84.13
23883|1|09370183|2298||27.97
23884|1|137732|2322||14.35
23885|0|||2018-08-20 15:07:42|32.02
23886|1|272152|||38.39
23887|1||||61.24
23888|1||||11.95
23889|0|||2018-08-20 15:07:42|8.16
23890|1||||40.01
23891|0|||2018-08-20 15:07:42|77.50
23892|1||||44.75
23893|0|||2018-08-20 15:07:42|7.70
23894|1||||76.73
23895|1||||95.27
23896|1||||13.92
23897|1||||71.48
23898|1||||66.48
23899|1||||92.77
23900|1|3032718|||80.59
23901|1|2831363|||71.49
23902|1|2384831|||13.97
23903|3|3036079|||91.06
23904|1||||37.71
23905|1||||21.48
23906|1||||4.20
23907|1||||74.99
23908|1||||9.63
23909|1|85004250007|2268||19.24
23910|1|85004250014|2268||70.68
23911|1|10804165|2272||96.04
23912|1||||29.78
23913|1|4784471|2466||77.23
23914|1|6017222|2466||1.37
23915|1|4925851|2272||26.16
23916|1|10804463|2304||71.76
23917|1|10804474|2304||23.21
23918|1|990035689|2280||70.11
23919|1||||56.79
23920|1||2592||34.33
23921|1||2592||77.45
23922|1||2592||6.51
23923|1||2592||62.19
23924|1||||5.68
23925|1||||38.22
23926|1||||42.13
23927|0|||2018-08-20 15:07:42|71.29
23928|1||||57.31
23929|1||||32.19
23930|1||||95.94
23931|0|013955|2272|2018-08-20 15:07:42|16.99
23932|1|137782|2322||42.95
23933|1|116476|2322||11.33
23934|1|910464|||86.81
23935|1|02816570|2466||57.37
23936|1||2349||2.91
23937|1||2322||3.03
23938|1|137785|2269||86.04
23939|1|07812229|2356||87.60
23940|1||||99.23
23941|1||||45.03
23942|1|09330407|||47.79
23943|1|9947419|||87.04
23944|1||||32.10
23945|1||||61.76
23946|1||2478||80.25
23950|1||||70.32
23952|1||||12.79
23953|1||||63.91
23954|1|304053158|||45.50
23955|1|811104258|2478||36.88
23956|1||2301||93.63
23957|1|1969319|||77.58
23958|1||||0.91
23959|1||||37.85
23960|1||||80.33
23961|1||||34.93
23962|1||||20.02
23963|1||||4.50
23964|1|303053254|||77.14
23965|1||||82.83
23966|1|4277780|||55.75
23967|1||||7.48
23968|1|22801700054621|2268||40.05
23969|1|22801786321357|2268||91.12
23970|1|9250882|||33.81
23971|1||2356||40.88
23972|1|85004250008|2268||38.66
23973|0|2515607||2018-08-20 15:07:42|67.25
23974|3|2515615|||89.28
23975|3|2606196|||50.27
23976|1|2525553|||51.93
23977|3|2435197|||8.82
23978|1||||84.16
23979|1||||48.90
23980|1||||48.27
23981|1||||50.72
23982|1||||68.83
23983|1||2272||91.22
23984|1||||25.36
23985|1||||88.49
23986|0|||2018-08-20 15:07:42|75.37
23987|1||||97.73
23988|1||2478||10.10
23989|1||||84.54
23990|1||||55.43
23991|1||2326||50.51
23992|1||2301||44.00
23993|1||2301||88.92
23994|1||||0.80
23995|1||2301||3.35
23996|1||2301||4.56
23997|1||||31.20
23998|1|2048312|2301||9.40
23999|1||2301||75.75
24000|1|2138531|2301||37.85
24001|1|002164|||65.12
24002|1||||84.58
24003|1||||24.98
24004|1||||2.84
24005|1||||72.72
24006|1||||80.75
24007|1||||15.16
24008|1||||52.72
24009|1||||59.52
24010|1||||33.11
24011|1||||27.65
24012|1||||3.71
24013|1|1968103|2301||97.42
24014|1||||34.35
24015|1||||81.89
24016|1||2301||66.79
24017|1|0142534|2301||96.90
24018|1|3622085|2301||46.38
24019|1|1999355|||60.68
24020|1||||42.53
24021|1||||15.31
24022|1||||59.80
24023|1||||59.28
24024|1||2351||4.63
24025|1||2351||32.67
24026|1||2351||39.03
24027|1|06804014|||2.21
24028|1|0458682|2273||22.52
24029|1|01762102|2648||51.89
24030|0|02385124|2648|2018-08-20 15:07:42|16.15
24031|1|01762099|2648||97.13
24032|1|01477504|2648||98.29
24033|1|01761869|2648||4.76
24034|1|85004250010|2268||21.10
24035|1|01761886|2648||19.76
24036|1|00850313|2648||18.42
24037|1|090230087|2361||70.57
24038|1|9738171|2358||61.32
24039|1|98184022|||49.05
24040|1|3416444|||45.80
24041|1|09038382|||38.95
24042|1|00200208|||88.66
24043|1|05793611|||96.81
24044|1|500917906|2648||2.23
24045|1|09500527|2318||73.48
24046|1||||16.35
24047|1|09823396|||0.75
24048|1||||16.91
24049|1||||57.83
24050|1||||74.15
24051|1||||75.35
24052|1||||41.35
24053|1||||30.95
24054|1||||14.32
24055|0|||2018-08-20 15:07:42|39.39
24056|1||||55.99
24057|1||||43.14
24058|1||||6.48
24059|1||||64.52
24060|1||||18.95
24061|1||||89.36
24062|1||||84.14
24063|1|2479450|||13.92
24064|1||||32.36
24065|1||||1.73
24066|0|43841|2478|2018-08-20 15:07:42|30.89
24067|1||||65.16
24068|1||||26.59
24069|1||||7.59
24070|1||||19.04
24071|1|1999349|||36.47
24072|1||||87.77
24073|1||||84.98
24074|1|1968108|||38.64
24075|1|1969318|||60.50
24076|1||||79.10
24077|1||||71.98
24078|1||||79.85
24079|1|85004250004|2268||74.75
24080|1|9888592|2268||31.17
24081|1|09500545|2296||11.75
24082|1|09825551|2269||56.37
24083|1|85004250014|2268||22.78
24084|1|12732195|2268||1.79
24085|1|09009241|2272||39.76
24086|1|8223635|2352||83.04
24087|1|8223641|2312||85.40
24088|0|905519974|2355|2018-08-20 15:07:42|30.75
24089|1|11685|2355||44.88
24090|1|9571602|2355||45.29
24091|1|122938|2355||85.89
24092|1|10925|2355||39.80
24093|1|00792670|2355||61.06
24094|1|04771384|2355||23.52
24095|1|20502057729|2355||38.46
24096|1|7203|2355||53.29
24097|1|96320847|2355||71.11
24098|1|09032924|2355||60.12
24099|1|02027751|2355||34.08
24100|1||||39.87
24101|1|120026260808|2322||29.36
24102|1|1999351|||82.21
24103|1||||82.78
24104|1|301503655100000|2301||0.68
24105|1|301503655100000|2301||34.65
24106|1|009275449|2273||17.80
24107|1|2475398|||56.62
24108|1||||54.26
24109|1||||10.54
24110|1||||68.41
24111|1||2301||2.44
24112|1||||93.81
24113|0|||2018-08-20 15:07:42|74.14
24114|1|445547|2272||25.96
24115|0|2268909||2018-08-20 15:07:42|18.52
24116|1||||16.96
24117|3|2515612|||0.37
24118|1|2465334|||46.84
24119|1|2525601|||14.28
24120|1||||53.64
24121|1|30108|||13.21
24122|1||||21.11
24123|1|2465553|||97.26
24124|1||||42.23
24125|1|2435148|||60.58
24126|1||||99.57
24127|0|2435147||2018-08-20 15:07:42|56.33
24128|1|376019500808041|2268||29.60
24129|1|09006904|2312||54.53
24130|1||||66.73
24131|3|2515606|||35.51
24132|1|2545947|||95.28
24133|1||||83.36
24134|1|376019500808041|2268||72.60
24135|0|||2018-08-20 15:07:42|17.32
24136|1|2931868|||25.20
24137|1||||27.33
24138|3|2515604|||60.96
24139|1||||59.91
24140|3|2515620|||85.37
24141|3|2515619|||34.50
24142|1|09006906|2320||57.31
24143|1||||57.16
24144|1|2435139|||70.96
24145|3|2596076|||38.53
24146|1||||4.16
24147|1||||15.78
24148|0||2272|2018-08-20 15:07:42|31.04
24149|1||||24.91
24150|1||||56.61
24151|0|||2018-08-20 15:07:42|68.55
24152|0|||2018-08-20 15:07:42|94.56
24153|1||||77.31
24154|1|3455698|||76.20
24155|1|3435600|||67.98
24156|1|0667919|||47.70
24157|1|2188693|||60.77
24158|1|0142530|||85.82
24159|1|2268916|||29.41
24160|1|1999346|||38.29
24161|1|1999328|||23.21
24162|1|0789996|2292||73.56
24163|1|2188688|||17.67
24164|1|2198715|2649||7.40
24165|1|0667920|||22.11
24166|1||||58.47
24167|1|09032922|2355||96.55
24168|1|03514035|2355||73.73
24169|1|2009375|||7.77
24170|1|17258|2320||56.09
24171|1|09009235|2330||85.12
24172|1|09009239|2330||20.98
24173|1||2330||19.98
24174|1||2330||6.64
24175|1||2330||90.13
24176|1|9889230|2268||63.75
24177|1||2330||79.66
24178|1|116876|2322||53.68
24179|1|115086|2330||8.55
24180|1||||92.34
24181|1|23550|2355||82.06
24182|3|2545942|||86.30
24183|3|2435186|||19.37
24184|1||||21.70
24185|0|2475418||2018-08-20 15:07:42|23.33
24186|1||||82.56
24187|3|2515583|||8.98
24188|0|||2018-08-20 15:07:42|95.12
24189|1|2384819|||16.84
24190|1|2535631|||17.21
24191|0|||2018-08-20 15:07:42|99.04
24192|3|2435203|||17.92
24193|1||||81.19
24194|0|2435191||2018-08-20 15:07:42|21.46
24195|1|2475408|||71.10
24196|1|409371910|2272||21.56
24197|1|07001939|2272||6.30
24198|1||||7.76
24199|1||||7.15
24200|1|09303865|||83.55
24201|1|09303868|2320||29.32
24202|1|09303884|||97.50
24203|1|009893|||90.13
24204|1|009899|||53.62
24205|1|009896|||77.09
24206|1|009885|||14.43
24207|0|009902||2018-08-20 15:07:42|33.59
24208|1||||61.47
24209|1||||56.61
24210|1||||31.83
24211|1||||34.71
24212|0|409371912|2320|2018-08-20 15:07:42|6.44
24213|1||||0.28
24214|3|2259070|||86.12
24215|1||||69.72
24216|1||||54.67
24217|1||2478||97.54
24218|1||2365||95.06
24219|0||2313|2018-08-20 15:07:42|75.85
24220|1||||93.96
24221|1||2272||69.53
24222|1||||43.17
24223|1||||89.11
24224|0|301959|4|2018-08-20 15:07:42|21.78
24225|0|||2018-08-20 15:07:42|68.39
24226|1|305564|4||22.46
24227|1||||31.81
24228|1||||66.91
24229|1|2188691|2649||7.88
24230|1|409371898|2330||41.22
24231|1|409371895|2330||69.17
24232|1|409371917|2330||69.90
24233|1|409371888|2330||56.97
24234|1|9202769|2330||38.90
24235|0|09009227|2272|2018-08-20 15:07:42|79.05
24236|1|115092|2320||72.99
24237|1|12524419|2268||52.97
24238|1|117621|2325||69.80
24239|1|117592|2325||3.89
24240|0|9221619|2325|2018-08-20 15:07:42|94.66
24241|1|115660|2308||15.92
24242|1|03852138|2288||43.60
24243|1|409371879|||79.19
24244|1|07001896|2272||89.36
24245|1|307453430|2320||70.84
24246|1|409361860|||35.61
24247|1|307190750|2320||57.49
24248|1|409371890|||17.65
24249|0||2330|2018-08-20 15:07:42|9.47
24250|3|2329245|||4.55
24251|1|000005928|||72.02
24252|1|00000596|||77.37
24253|1|000005861|||48.19
24254|3|2435140|||80.75
24255|3|2435188|||9.24
24256|1|2535856|||70.96
24257|1||2330||63.73
24258|1||||12.82
24259|1||||84.41
24260|1||||9.57
24261|1||2325||13.24
24262|1|117338|2325||85.49
24263|1|115097|2325||39.13
24264|1||2325||79.13
24265|1|2962142|||70.53
24266|1|2861396|||46.58
24267|3|2265641|||5.37
24268|1|2730573|||18.98
24269|1|2075628|||34.96
24270|1|3042828|||6.03
24271|3|3042836|||4.66
24272|1|3022567|||88.27
24273|1|2831364|||94.70
24274|3|3032724|||94.84
24275|1|1964487|||77.06
24276|1|3153736|||20.62
24277|1|2962168|||50.99
24278|1|00000509|||96.81
24279|1|2831345|||58.62
24280|1|2962158|||92.47
24281|1|3072987|||34.98
24282|1|2861398|||91.01
24283|1|60965|||51.82
24284|0|2871571||2018-08-20 15:07:42|55.32
24285|1|3093141|||73.94
24286|1|3184068|||67.77
24287|1|2915186|||57.87
24288|0|1587962||2018-08-20 15:07:42|7.52
24289|1|1964482|||88.30
24290|1|3012472|||6.25
24291|1|3083026|||65.21
24292|1|00000525|||5.78
24293|1|00000582|||26.28
24294|1|2065454|||26.26
24295|1|1577924|||13.16
24296|1|2915190|||41.86
24297|1|3002368|||67.72
24298|1|2915189|||52.49
24299|1|2915226|||75.08
24300|1|2931876|||34.91
24301|3|2931879|||53.72
24302|1|3153688|||53.76
24303|1|1388712|2332||29.94
24304|1|02816708|2322||14.73
24305|1||2322||23.78
24306|1||2322||45.35
24307|1||||16.66
24308|1||||96.42
24309|1||||67.08
24310|1||||67.34
24311|1||||90.21
24312|1||||71.75
24313|0|||2018-08-20 15:07:42|19.44
24314|1||||76.67
24315|1||||23.66
24316|1||||67.71
24325|1||2296||62.75
24326|1|28249|2268||15.95
24327|1||||25.37
24328|1||||47.59
24329|0|20114|2268|2018-08-20 15:07:42|8.44
24330|0|07807087|2269|2018-08-20 15:07:42|46.93
24331|1||||65.37
24332|1||||54.96
24333|1||||71.58
24334|1||||61.38
24335|1||||30.11
24336|1|3184087|||26.02
24337|3|1587978|||67.33
24338|3|52566|||7.40
24339|3|52567|||49.78
24340|3|2188690|||20.56
24341|1||||86.35
24342|1|000005998|||94.05
24343|1|00000555|||67.23
24344|1||2349||47.16
24345|1|212039106|||30.82
24346|0|36208|2268|2018-08-20 15:07:42|62.03
24347|1|12525104|2268||42.74
24348|1||||82.74
24349|3|006014|||17.69
24350|1|21203664|||33.56
24351|1|2925261|||13.65
24352|1|13051214|||12.07
24353|1|000005670|||80.82
24354|1||||79.11
24355|1||2361||53.13
24356|1||2360||37.52
24357|0|||2018-08-20 15:07:42|28.63
24358|1||||64.00
24359|1|09825536|2318||97.21
24360|1||||34.51
24361|1||||38.91
24362|1||2355||62.73
24363|1|09510834|2291||34.01
24364|1|9202620|2318||52.92
24365|1||2268||97.50
24366|1|9061126|2320||53.98
24367|1|9202804|2318||74.69
24368|1||2268||90.05
24369|1|0000054|||12.31
24370|1|9217523|||34.00
24371|1|09038379|||49.82
24372|1|09038379|||85.36
24373|1|09828508|2351||59.51
24374|1|114705883|2351||11.54
24375|1|0414|||0.72
24380|1|09825499|2325||12.40
24381|0|09809376|2269|2018-08-20 15:07:42|43.42
24382|1|09303874|2357||71.97
24383|0||2325|2018-08-20 15:07:42|59.58
24384|1|53302|2268||68.44
24385|1|9231589|2312||76.75
24386|1|9231627|2312||23.67
24387|2|0343624|2478||37.75
24388|1|12356665|2478||87.01
24389|0|||2018-08-20 15:07:42|12.85
24390|1|117583|2342||64.41
24391|1||||66.13
24392|1|8422334|2343||23.90
24393|1|0343627|2272||86.69
24394|1|8422597|2342||30.75
24395|0|||2018-08-20 15:07:42|57.03
24396|1|114705506|2348||91.94
24397|1||2351||45.96
24398|1||||18.29
24399|1||||81.36
24400|1||||44.89
24401|1||||79.30
24402|1||||85.63
24403|1|0382241|||80.60
24404|1||||36.01
24405|1||||72.92
24406|1||||80.04
24407|1|0417141|||57.44
24408|1|1466952|||1.48
24409|1|13050281|||52.58
24410|1||2273||47.56
24411|1|09303875|||14.32
24412|1|3433734|||44.21
24413|1|2138547|||92.29
24414|1|218696|||15.62
24415|1|0404277|2305||34.11
24416|1||||18.44
24417|1|13050506|||96.64
24418|1|13050455|||60.86
24419|1|13050447|||21.87
24420|1|13050566|||40.35
24421|1|13050354|||88.11
24422|1|13050341|||0.27
24423|1|13050273|||52.00
24424|1|13050401|||75.32
24425|1|13051508|||56.31
24426|1|13050577|||68.32
24427|1|13050510|||89.82
24428|1|13050588|||76.99
24429|1|13050339|||50.51
24430|1|13050355|||68.11
24431|1|13049837|||81.83
24432|1|13050279|||78.73
24433|0|9886559||2018-08-20 15:07:42|22.29
24434|1|13050474|||9.42
24435|1|13049954|||33.65
24436|1|13050479|||62.68
24437|1|13050280|||49.85
24438|1|13050579|||71.44
24439|1|13050225|||19.84
24440|1|13050400|||56.96
24441|1|13050503|||0.71
24442|1|13050223|||53.28
24443|1|13050306|||94.86
24444|1|13050446|||36.36
24445|1|13050456|||14.33
24446|1|13050491|||99.87
24447|1|13050404|||99.04
24448|1|13051617|||26.80
24449|1|13051797|||11.35
24450|1|13051889|||16.41
24451|1|13051721|||79.05
24452|1|13051420|||39.17
24453|0|13047912||2018-08-20 15:07:42|61.16
24454|1|13051452|||9.13
24455|1|13051405|||66.61
24456|0|13051765||2018-08-20 15:07:42|82.68
24457|1|13051239|||64.26
24458|1|13051773|||15.19
24459|1|13051818|||85.00
24460|1|13051694|||33.38
24461|1|13046953|||31.24
24462|0|13048815||2018-08-20 15:07:42|9.76
24463|1|13051399|||77.20
24464|1|13051712|||58.00
24465|1|13051723|||64.93
24466|1|13051686|||3.10
24467|1|13051463|||74.85
24468|1|13051703|||18.69
24469|1|13051582|||77.33
24470|1|13051362|||65.45
24471|1|13051709|||52.38
24472|1|13051756|||8.86
24473|1|13051749|||98.04
24474|1|13050544|||42.79
24475|1|13050472|||35.15
24476|1|13041976|||95.75
24477|1|13051502|||55.77
24478|0|13051514||2018-08-20 15:07:42|51.20
24479|1|13050457|||55.98
24480|1|13050590|||69.89
24481|1|13051428|||39.62
24482|1|13051441|||62.84
24483|1|13047539|||79.08
24484|1|13050545|||26.95
24485|1|13051307|||71.68
24486|1|13051381|||21.30
24487|1|13051443|||35.54
24488|1|13049967|||32.45
24489|1|13050351|||47.78
24490|1|13051276|||49.35
24491|1|13050543|||39.60
24492|1|13051287|||44.49
24493|1|13049952|||27.71
24494|1|13051286|||36.94
24495|1||||79.69
24496|1|13050802|||95.12
24497|1|13051134|||81.97
24498|1|13051025|||22.22
24499|1|13051253|||3.60
24500|1|13051119|||55.68
24501|1|13051447|||26.27
24502|1|13051179|||3.71
24503|1|13051136|||41.63
24504|1|13050693|||36.35
24505|0|13051070||2018-08-20 15:07:42|0.74
24506|1|13051190|||46.25
24507|1|13051270|||37.16
24508|1|13051269|||95.56
24509|0|13051347||2018-08-20 15:07:42|75.31
24510|0|13051189||2018-08-20 15:07:42|68.82
24511|1|13051345|||78.57
24512|1|13051306|||59.43
24513|1|13051170|||87.99
24514|1|13050943|||27.01
24515|1|13051180|||51.72
24516|1|13051295|||76.75
24517|1|13051292|||47.61
24518|1|13051274|||28.08
24519|1|13050494|||57.19
24520|1|13050396|||59.80
24521|1|13050473|||57.76
24522|1|13050507|||41.45
24523|1|13050509|||61.29
24524|0|13050303||2018-08-20 15:07:42|86.55
24525|1|13049887|||43.53
24526|1|13050488|||92.62
24527|1|13050403|||75.14
24528|1|13050499|||64.47
24529|1|13051391|||87.57
24530|1|13051478|||53.25
24531|1|13050766|||80.77
24532|1|13051790|||81.38
24533|0|13051427||2018-08-20 15:07:42|7.38
24534|1|13050024|||65.46
24535|1|13050877|||48.57
24536|1|13048246|||93.84
24537|1|13051901|||30.19
24538|1|13050760|||63.05
24539|1|13051687|||15.13
24540|1|13050866|||28.35
24541|0|13044620||2018-08-20 15:07:42|47.23
24542|1|13051402|||77.76
24543|0|13049426||2018-08-20 15:07:42|15.59
24544|1|13050939|||95.74
24545|0|13050978||2018-08-20 15:07:42|54.01
24546|1|13051069|||43.26
24547|1|13051767|||89.73
24548|1|13051555|||44.26
24549|1|13051888|||8.21
24550|1|13051793|||34.87
24551|1|13051714|||5.85
24552|1|13051725|||1.69
24553|1|13051011|||61.86
24554|1|13047163|||7.85
24555|0|13051021||2018-08-20 15:07:42|71.63
24556|1|13050542|||81.76
24557|1|13050490|||49.43
24558|1|13050501|||22.17
24559|1|13050593|||26.08
24560|1|13050578|||55.51
24561|1|13052053|||38.43
24562|1|13050616|||66.69
24563|0|13050616||2018-08-20 15:07:42|31.82
24564|1|13050592|||12.76
24565|1|13050353|||74.31
24566|1|13052127|||20.58
24567|1|13050631|||11.64
24568|1|13050608|||64.14
24569|1|13051467|||76.08
24572|1|2962162|||14.85
